"","Gene.Name","eventID","AS_type","chromosome_name","band"
"4819","Cage1","ENSMUSG00000044566.15;SE:chr13:38028190-38032365:38032624-38036788:-","SE","13","qA3.3"
"4820","Tars2","ENSMUSG00000028107.14;AF:chr3:95753130-95754319:95754355:95753130-95754758:95754871:-","AF","3","qF2.1"
"4821","Rab17","ENSMUSG00000026304.13;AF:chr1:90964303-90967508:90967667:90964303-90969230:90969661:-","AF","1","qD"
"4822","Hivep2","ENSMUSG00000015501.10;SE:chr10:14066684-14117519:14117600-14126452:+","SE","10","qA2"
"4823","Nfya","ENSMUSG00000023994.13;SE:chr17:48395796-48398982:48399065-48400438:-","SE","17","qC"
"4824","Otub1","ENSMUSG00000024767.11;AF:chr19:7204451-7205647:7205775:7204451-7206202:7206316:-","AF","19","qA"
"4825","Aldh3a2","ENSMUSG00000010025.19;A3:chr11:61248482-61248862:61248041-61248862:-","A3","11","qB2"
"4826","Bhlhb9","ENSMUSG00000072964.14;A5:chrX:135886097-135886845:135886087-135886845:+","A5","X","qE3"
"4827","Plekha5","ENSMUSG00000030231.11;A3:chr6:140591764-140593555:140591764-140596249:+","A3","6","qG2"
"4828","Adsl","ENSMUSG00000022407.9;MX:chr15:80952400-80955620:80955664-80960395:80952400-80956213:80956292-80960395:+","MX","15","qE1"
"4829","Rgs19","ENSMUSG00000002458.13;AL:chr2:181688419:181688718-181689377:181689066:181689295-181689377:-","AL","2","qH4"
"4830","Nup188","ENSMUSG00000052533.14;AL:chr2:30302045-30303660:30303809:30302045-30304057:30304092:+","AL","2","qB"
"4831","Qrich1","ENSMUSG00000006673.14;A3:chr9:108517240-108518703:108517240-108518767:+","A3","9","qF2"
"4832","Rusc2","ENSMUSG00000035969.15;RI:chr4:43426228:43426365-43426448:43427088:+","RI","4","qA5"
"4833","Wasf1","ENSMUSG00000019831.14;AF:chr10:40883475:40883609-40920248:40883827:40884070-40920248:+","AF","10","qB1"
"4834","Snrpa1","ENSMUSG00000030512.13;AF:chr7:66059003:66059087-66062124:66060299:66060585-66062124:+","AF","7","qC"
"4835","Kars","ENSMUSG00000031948.14;SE:chr8:112008539-112010222:112010280-112011210:-","SE","8","qE1"
"4836","Arhgap33","ENSMUSG00000036882.7;AF:chr7:30533032-30534103:30534565:30533032-30534926:30535060:-","AF","7","qB1"
"4837","Col6a3","ENSMUSG00000048126.16;AL:chr1:90765923:90765933-90768324:90766860:90767605-90768324:-","AL","1","qD"
"4838","Smox","ENSMUSG00000027333.18;SE:chr2:131520268-131520922:131521171-131522059:+","SE","2","qF1"
"4839","Lrrc48","ENSMUSG00000056598.16;AL:chr11:60370615-60370777:60372004:60370615-60375078:60375139:+","AL","11","qB2"
"4840","Atp6v0a1","ENSMUSG00000019302.16;MX:chr11:101048525-101049459:101049476-101055026:101048525-101054831:101054848-101055026:+","MX","11","qD"
"4841","Kazald1","ENSMUSG00000025213.11;A3:chr19:45076236-45076641:45076236-45076664:+","A3","19","qC3"
"4842","Edf1","ENSMUSG00000015092.9;AF:chr2:25557871:25558029-25560151:25558139:25558166-25560151:+","AF","2","qA3"
"4843","Trim16","ENSMUSG00000047821.16;A3:chr11:62820637-62820732:62820637-62820735:+","A3","11","qB2"
"4844","Zfp2","ENSMUSG00000049321.17;A5:chr11:50910525-50910706:50910525-50910750:-","A5","11","qB1.3"
"4845","Sh2b3","ENSMUSG00000042594.16;RI:chr5:121818465:121818679-121818760:121818854:-","RI","5","qF"
"4846","Greb1","ENSMUSG00000036523.16;A3:chr12:16708750-16709432:16708666-16709432:-","A3","12","qA1.1"
"4847","Tk2","ENSMUSG00000035824.7;SE:chr8:104231248-104236772:104236845-104238744:-","SE","8","qD3"
"4848","Ankrd9","ENSMUSG00000037904.14;A5:chr12:110978127-110978386:110978127-110978470:-","A5","12","qF1"
"4849","Mllt11","ENSMUSG00000053192.9;AL:chr3:95220029:95220463-95229052:95228086:95228259-95229052:-","AL","3","qF2.1"
"4850","Serpinb6a","ENSMUSG00000060147.15;A5:chr13:33931646-33935573:33931646-33935767:-","A5","13","qA3.3"
"4851","Abl1","ENSMUSG00000026842.16;SE:chr2:31689942-31695749:31695892-31778334:+","SE","2","qB"
"4852","Zcchc14","ENSMUSG00000061410.6;RI:chr8:121609080:121609134-121609221:121609315:-","RI","8","qE1"
"4853","Haghl","ENSMUSG00000061046.9;AL:chr17:25779843:25780154-25783503:25782789:25783178-25783503:-","AL","17","qA3.3"
"4854","Ppp1r12c","ENSMUSG00000019254.16;A3:chr7:4482449-4482584:4482429-4482584:-","A3","7","qA1"
"4855","Arfip2","ENSMUSG00000030881.15;A5:chr7:105637278-105637863:105637278-105637940:-","A5","7","qE3"
"4856","Csnk1d","ENSMUSG00000025162.17;AF:chr11:120983343-120990782:120990871:120983343-120990935:120991330:-","AF","11","qE2"
"4857","Lman1l","ENSMUSG00000056271.13;SE:chr9:57607280-57608206:57608333-57609162:-","SE","9","qB"
"4858","Lman1l","ENSMUSG00000056271.13;SE:chr9:57609285-57609967:57610034-57611040:-","SE","9","qB"
"4859","Fkbp1a","ENSMUSG00000032966.14;MX:chr2:151542865-151543906:151544140-151557386:151542865-151545425:151545515-151557386:+","MX","2","qG3"
"4860","Kif9","ENSMUSG00000032489.17;AL:chr9:110521364-110523727:110524234:110521364-110524884:110525179:+","AL","9","qF2"
"4861","Prl3d2","ENSMUSG00000062737.12;A3:chr13:27121772-27122323:27121772-27122326:+","A3","13","qA3.1"
"4862","B4galnt3","ENSMUSG00000041372.10;AF:chr6:120232991-120242563:120242643:120232991-120294391:120294559:-","AF","6","qF1"
"4863","Mkrn1","ENSMUSG00000029922.15;AF:chr6:39410216-39419467:39419776:39410216-39420099:39420358:-","AF","6","qB1"
"4864","Il15ra","ENSMUSG00000023206.16;SE:chr2:11724128-11727763:11727833-11730571:+","SE","2","qA1"
"4865","Tdrd5","ENSMUSG00000060985.15;A5:chr1:156300790-156301514:156300790-156301745:-","A5","1","qG3"
"4866","Ncoa5","ENSMUSG00000039804.15;A5:chr2:165002171-165002616:165002171-165002639:-","A5","2","qH3"
"4867","Brox","ENSMUSG00000046836.13;AF:chr1:183294864-183295639:183295852:183294864-183296903:183297269:-","AF","1","qH5"
"4868","Dlg5","ENSMUSG00000021782.14;AF:chr14:24202366-24244812:24244865:24202366-24245147:24245920:-","AF","14","qA3"
"4869","Ubap2l","ENSMUSG00000042520.16;AF:chr3:90047899-90052029:90052082:90047899-90052390:90052455:-","AF","3","qF1"
"4870","Gfod2","ENSMUSG00000013150.15;AL:chr8:105713854:105717650-105727988:105727101:105727160-105727988:-","AL","8","qD3"
"4871","Cadm1","ENSMUSG00000032076.19;SE:chr9:47829409-47836717:47836770-47848167:+","SE","9","qA5.3"
"4872","Fgf13","ENSMUSG00000031137.17;AF:chrX:59131950-59133143:59133214:59131950-59133877:59134436:-","AF","X","qA6"
"4873","Sirt3","ENSMUSG00000025486.17;A3:chr7:140878145-140881763:140878137-140881763:-","A3","7","qF4"
"4874","Itsn1","ENSMUSG00000022957.19;SE:chr16:91854655-91861194:91861239-91863257:+","SE","16","qC3.3-qC4"
"4875","Rnf25","ENSMUSG00000026171.12;AF:chr1:74599140-74600544:74600599:74599140-74601325:74601377:-","AF","1","qC3"
"4876","Ptpn6","ENSMUSG00000004266.15;SE:chr6:124732494-124732738:124732860-124738499:-","SE","6","qF2"
"4877","Dpysl5","ENSMUSG00000029168.14;A5:chr5:30712169-30745222:30712002-30745222:+","A5","5","qB1"
"4878","Gnpda2","ENSMUSG00000029209.15;AF:chr5:69589823-69590660:69590792:69589823-69592208:69592340:-","AF","5","qC3.1"
"4879","Zbtb18","ENSMUSG00000063659.11;RI:chr1:177447089:177447776-177447889:177450764:+","RI","1","qH4"
"4880","Zbtb20","ENSMUSG00000022708.16;MX:chr16:43569781-43571734:43571791-43577561:43569781-43577030:43577193-43577561:+","MX","16","qB4"
"4881","A430005L14Rik","ENSMUSG00000047613.10;AF:chr4:153957237:153957322-153960531:153959792:153959862-153960531:+","AF","4","qE2"
"4882","Lrrc2","ENSMUSG00000032495.8;AF:chr9:110951545:110951676-110957800:110953799:110953888-110957800:+","AF","9","qF2"
"4883","Ric3","ENSMUSG00000048330.14;A3:chr7:109056905-109057783:109056816-109057783:-","A3","7","qE3"
"4884","Arhgef10l","ENSMUSG00000040964.16;SE:chr4:140568520-140568756:140568770-140570257:-","SE","4","qD3"
"4885","Crebbp","ENSMUSG00000022521.10;SE:chr16:4128686-4137366:4137479-4138745:-","SE","16","qA1"
"4886","Tmem159","ENSMUSG00000030917.13;AF:chr7:120102395:120102515-120104630:120102895:120102956-120104630:+","AF","7","qF2"
"4887","Acbd6","ENSMUSG00000033701.13;AL:chr1:155567681-155572198:155572259:155567681-155587440:155587798:+","AL","1","qG3"
"4888","Odf2l","ENSMUSG00000028256.16;AF:chr3:145118600:145118659-145124211:145120646:145120678-145124211:+","AF","3","qH2"
"4889","Wdr89","ENSMUSG00000045690.8;SE:chr12:75633508-75640804:75641016-75669472:-","SE","12","qC3"
"4890","Ddah2","ENSMUSG00000007039.12;AF:chr17:35059101:35059272-35060103:35059816:35059964-35060103:+","AF","17","qB1"
"4891","Nob1","ENSMUSG00000003848.14;AF:chr8:107421612-107422048:107422327:107421612-107424738:107424986:-","AF","8","qD3"
"4892","Spns1","ENSMUSG00000030741.15;SE:chr7:126376739-126376837:126377045-126377118:-","SE","7","qF3"
"4893","Pklr","ENSMUSG00000041237.12;AF:chr3:89136142:89136282-89137224:89136579:89136618-89137224:+","AF","3","qF1"
"4894","Lrrc14","ENSMUSG00000033728.14;A5:chr15:76711530-76712867:76710836-76712867:+","A5","15","qD3"
"4895","Derl2","ENSMUSG00000018442.13;SE:chr11:71013638-71014550:71014643-71015727:-","SE","11","qB4"
"4896","Fgf15","ENSMUSG00000031073.6;AL:chr7:144897219-144897311:144897433:144897219-144899649:144900953:+","AL","7","qF5"
"4897","Ampd2","ENSMUSG00000027889.17;AF:chr3:108081131-108085247:108085399:108081131-108086218:108086627:-","AF","3","qF2.3"
"4898","Tmed5","ENSMUSG00000063406.11;AL:chr5:108117661:108119408-108130018:108123061:108126084-108130018:-","AL","5","qF"
"4899","Slc11a2","ENSMUSG00000023030.16;AF:chr15:100412262-100422962:100423002:100412262-100424104:100424214:-","AF","15","qF1"
"4900","Acox2","ENSMUSG00000021751.13;AF:chr14:8256935-8257839:8257871:8256935-8258822:8259353:-","AF","14","qA1"
"4901","Gng12","ENSMUSG00000036402.13;AF:chr6:66896431:66896515-66914453:66896891:66896989-66914453:+","AF","6","qC1"
"4902","9030617O03Rik","ENSMUSG00000021185.15;AF:chr12:100779095:100779310-100787616:100786142:100786246-100787616:+","AF","12","qE"
"4903","Notch1","ENSMUSG00000026923.15;AF:chr2:26465566-26466076:26466163:26465566-26466307:26466367:-","AF","2","qA3"
"4904","Hnrnpr","ENSMUSG00000066037.14;AF:chr4:136311028:136311089-136314090:136311685:136311747-136314090:+","AF","4","qD3"
"4905","Pank2","ENSMUSG00000037514.17;SE:chr2:131274263-131282592:131282768-131287474:+","SE","2","qF1"
"4906","Gcat","ENSMUSG00000006378.13;AL:chr15:79036874-79037143:79038348:79036874-79041928:79042531:+","AL","15","qE1"
"4907","Aamdc","ENSMUSG00000035642.16;MX:chr7:97550741-97565151:97565300-97579366:97550741-97575588:97575691-97579366:-","MX","7","qE1"
"4908","Zscan20","ENSMUSG00000061894.15;SE:chr4:128604712-128609030:128609162-128609898:-","SE","4","qD2.2"
"4909","Tlr3","ENSMUSG00000031639.12;SE:chr8:45408735-45409796:45409990-45410453:-","SE","8","qB1.1"
"4910","Nt5c3b","ENSMUSG00000017176.17;AF:chr11:100440254-100440829:100440928:100440254-100441044:100441073:-","AF","11","qD"
"4911","Med25","ENSMUSG00000002968.8;A3:chr7:44880638-44880923:44880470-44880923:-","A3","7","qB3"
"4912","Rcan1","ENSMUSG00000022951.15;AF:chr16:92397436-92399896:92400077:92397436-92465833:92466146:-","AF","16","qC4"
"4913","Anp32a","ENSMUSG00000032249.14;AF:chr9:62341329:62341554-62371720:62341902:62342010-62371720:+","AF","9","qB"
"4914","Zc3h11a","ENSMUSG00000102976.5;MX:chr1:133655398-133657389:133657416-133661256:133655398-133660576:133660621-133661256:-","MX","1","qE4"
"4915","Trafd1","ENSMUSG00000042726.14;AF:chr5:121384104-121385309:121385409:121384104-121385525:121385571:-","AF","5","qF"
"4916","Gm5127","ENSMUSG00000073010.9;SE:chrX:106583246-106625486:106625569-106671500:+","SE","X","qD"
"4917","Pear1","ENSMUSG00000028073.15;AF:chr3:87760385-87762212:87762214:87760385-87768878:87768943:-","AF","3","qF1"
"4918","Gtf3c2","ENSMUSG00000106864.3;AL:chr5:31173014:31173061-31174232:31173804:31174089-31174232:-","AL","5","qB1"
"4919","Slc25a38","ENSMUSG00000032519.11;A5:chr9:120120005-120120257:120119955-120120257:+","A5","9","qF3-qF4"
"4920","Clk4","ENSMUSG00000020385.16;AF:chr11:51261730:51261793-51267171:51263150:51263269-51267171:+","AF","11","qB1.3"
"4921","Tchp","ENSMUSG00000002486.15;SE:chr5:114708838-114709034:114709212-114709307:+","SE","5","qF"
"4922","Gpr68","ENSMUSG00000047415.11;AF:chr12:100888072-100899243:100899498:100888072-100908099:100908198:-","AF","12","qE"
"4923","Gls2","ENSMUSG00000044005.13;MX:chr10:128199758-128200173:128200302-128201206:128199758-128200886:128200965-128201206:+","MX","10","qD3"
"4924","Cacna1b","ENSMUSG00000004113.18;SE:chr2:24622707-24625238:24625334-24631899:-","SE","2","qA3"
"4925","Mvb12b","ENSMUSG00000038740.9;AF:chr2:33874460-33886786:33886845:33874460-33887320:33887946:-","AF","2","qB"
"4926","Cabyr","ENSMUSG00000024430.13;A5:chr18:12751828-12753861:12751004-12753861:+","A5","18","qA1"
"4927","Nadk","ENSMUSG00000029063.16;SE:chr4:155563979-155576728:155576782-155576993:+","SE","4","qE2"
"4928","Glis1","ENSMUSG00000034762.9;SE:chr4:107615133-107618170:107618338-107619554:+","SE","4","qC7"
"4929","Dock6","ENSMUSG00000032198.9;MX:chr9:21825530-21825783:21825875-21830214:21825530-21829474:21829578-21830214:-","MX","9","qA3"
"4930","Gm128","ENSMUSG00000068860.5;RI:chr3:95239950:95240111-95240595:95241598:-","RI","3","qF2.1"
"4931","Ndufb5","ENSMUSG00000027673.12;AF:chr3:32737071:32737205-32744854:32741595:32741778-32744854:+","AF","3","qA3"
"4932","Ndufb5","ENSMUSG00000027673.12;AL:chr3:32748567-32748787:32748900:32748567-32751029:32751102:+","AL","3","qA3"
"4933","Syngr2","ENSMUSG00000048277.15;AL:chr11:117812696-117813046:117813118:117812696-117813278:117813732:+","AL","11","qE2"
"4934","Rcbtb1","ENSMUSG00000035469.17;AL:chr14:59223300-59224633:59224723:59223300-59236674:59237259:+","AL","14","qC3"
"4935","Zfp786","ENSMUSG00000051499.7;A5:chr6:47827088-47830396:47827088-47830491:-","A5","6","qB2.3"
"4936","Gmeb1","ENSMUSG00000028901.13;AF:chr4:132251832-132252431:132252494:132251832-132261491:132261602:-","AF","4","qD2.3"
"4937","Calu","ENSMUSG00000029767.16;AF:chr6:29348069:29348208-29366040:29361461:29361487-29366040:+","AF","6","qA3.3"
"4938","Mkrn1","ENSMUSG00000029922.15;AF:chr6:39410216-39419840:39420067:39410216-39420099:39420462:-","AF","6","qB1"
"4939","Gtpbp2","ENSMUSG00000023952.13;AF:chr17:46161111:46161326-46164194:46163318:46163509-46164194:+","AF","17","qC"
"4940","Fcho1","ENSMUSG00000070000.13;RI:chr8:71708926:71709090-71709330:71709385:-","RI","8","qB3.3"
"4941","Carm1","ENSMUSG00000032185.15;RI:chr9:21587508:21587585-21587851:21589467:+","RI","9","qA3"
"4942","Arhgap27","ENSMUSG00000034255.17;AF:chr11:103340404-103344510:103344702:103340404-103356265:103356361:-","AF","11","qE1"
"4943","Kpna1","ENSMUSG00000022905.12;A5:chr16:36014225-36015887:36013902-36015887:+","A5","16","qB3"
"4944","Cfap77","ENSMUSG00000079502.8;AL:chr2:28926953:28927951-28955995:28955370:28955624-28955995:-","AL","2","qA3"
"4945","6430550D23Rik","ENSMUSG00000074646.10;RI:chr2:156003101:156003250-156003325:156003485:-","RI","2","qH1"
"4946","Usb1","ENSMUSG00000031792.15;AF:chr8:95332325:95332465-95333368:95332596:95333282-95333368:+","AF","8","qD1"
"4947","Gbp4","ENSMUSG00000079363.7;A3:chr5:105125750-105135067:105125626-105135067:-","A3","5","qE5"
"4948","Fam229b","ENSMUSG00000051736.8;A3:chr10:39122335-39132247:39122332-39132247:-","A3","10","qB1"
"4949","Rgs12","ENSMUSG00000029101.14;AF:chr5:34989128:34989212-34999208:34989549:34989868-34999208:+","AF","5","qB2"
"4950","Pcyox1","ENSMUSG00000029998.14;AL:chr6:86388989:86389371-86392137:86391684:86391828-86392137:-","AL","6","qD1"
"4951","Pgbd1","ENSMUSG00000055313.14;SE:chr13:21423624-21428268:21428378-21433391:-","SE","13","qA3.1"
"4952","Gdpd5","ENSMUSG00000035314.10;SE:chr7:99387188-99405092:99405199-99410409:+","SE","7","qE1"
"4953","Lgi1","ENSMUSG00000067242.11;A5:chr19:38265106-38265575:38265097-38265575:+","A5","19","qC3"
"4954","Vkorc1","ENSMUSG00000096145.2;AF:chr7:127894614-127895183:127895251:127894614-127895409:127895617:-","AF","7","qF3"
"4955","Zfp865","ENSMUSG00000074405.7;A5:chr7:5032207-5032763:5031279-5032763:+","A5","7","qA1"
"4956","Gtpbp10","ENSMUSG00000040464.15;MX:chr5:5546405-5547927:5548000-5557213:5546405-5555238:5555382-5557213:-","MX","5","qA1"
"4957","Ceacam1","ENSMUSG00000074272.10;SE:chr7:25464880-25465468:25465520-25466317:-","SE","7","qA3"
"4958","1700109H08Rik","ENSMUSG00000008307.11;A3:chr5:3577344-3580405:3577344-3580453:+","A3","5","qA1"
"4959","Lrrc56","ENSMUSG00000038637.15;AF:chr7:141194176:141194617-141195908:141195078:141195216-141195908:+","AF","7","qF4"
"4960","Gab1","ENSMUSG00000031714.9;AF:chr8:80800395-80830788:80830884:80800395-80879532:80880496:-","AF","8","qC2"
"4961","Commd4","ENSMUSG00000032299.10;AF:chr9:57156555-57156775:57156828:57156555-57157067:57157123:-","AF","9","qB"
"4962","Stxbp5","ENSMUSG00000019790.16;A3:chr10:9778071-9789363:9778066-9789363:-","A3","10","qA1"
"4963","Kcne3","ENSMUSG00000035165.14;A5:chr7:100183074-100184138:100182823-100184138:+","A5","7","qE1-qE2"
"4964","Ppfia1","ENSMUSG00000037519.17;SE:chr7:144514524-144514872:144514946-144515986:-","SE","7","qF5"
"4965","Gsr","ENSMUSG00000031584.16;AF:chr8:33652523:33652570-33669153:33653238:33653779-33669153:+","AF","8","qA4"
"4966","Sat2","ENSMUSG00000069835.10;RI:chr11:69622052:69622115-69622256:69622332:+","RI","11","qB3"
"4967","Rad23b","ENSMUSG00000028426.10;A5:chr4:55350427-55366777:55350250-55366777:+","A5","4","qB3"
"4968","Ankrd13a","ENSMUSG00000041870.16;MX:chr5:114799541-114800705:114800812-114803557:114799541-114801656:114801816-114803557:+","MX","5","qF"
"4969","Cpne9","ENSMUSG00000030270.11;RI:chr6:113292522:113292575-113293003:113293064:+","RI","6","qE3"
"4970","2310061I04Rik","ENSMUSG00000050705.15;AF:chr17:35896072-35897045:35897073:35896072-35897191:35897431:-","AF","17","qB1"
"4971","Znhit6","ENSMUSG00000074182.8;AF:chr3:145576274:145576293-145576851:145576336:145576359-145576851:+","AF","3","qH2"
"4972","Entpd8","ENSMUSG00000036813.11;SE:chr2:25084088-25084261:25084371-25084726:+","SE","2","qA3"
"4973","Akap1","ENSMUSG00000018428.15;SE:chr11:88841302-88841986:88842038-88843590:-","SE","11","qC"
"4974","Akap1","ENSMUSG00000018428.15;SE:chr11:88843696-88843812:88843824-88844259:-","SE","11","qC"
"4975","Tpd52l2","ENSMUSG00000000827.18;A3:chr2:181502935-181508166:181502935-181508173:+","A3","2","qH4"
"4976","Eif4g1","ENSMUSG00000045983.15;A3:chr16:20678674-20678802:20678674-20678884:+","A3","16","qA3"
"4977","Hps5","ENSMUSG00000014418.16;AF:chr7:46791072-46795428:46795881:46791072-46795907:46796064:-","AF","7","qB3"
"4978","Ccdc97","ENSMUSG00000002608.8;SE:chr7:25716999-25718145:25718279-25718918:-","SE","7","qA3"
"4979","Map2k6","ENSMUSG00000020623.11;AF:chr11:110399259:110399425-110482539:110477377:110477436-110482539:+","AF","11","qE1"
"4980","Ndufa9","ENSMUSG00000000399.10;A3:chr6:126845029-126849064:126844961-126849064:-","A3","6","qF3"
"4981","Actr3","ENSMUSG00000026341.16;AF:chr1:125418304-125434568:125434646:125418304-125435285:125435547:-","AF","1","qE2.3"
"4982","Dcxr","ENSMUSG00000039450.11;RI:chr11:120726088:120726187-120726269:120726311:-","RI","11","qE2"
"4983","Fam65c","ENSMUSG00000074577.9;A3:chr2:167989805-167991175:167989722-167991175:-","A3","2","qH3"
"4984","Fam65b","ENSMUSG00000036006.19;AL:chr13:24695702-24696307:24697500:24695702-24701062:24702162:+","AL","13","qA3.1"
"4985","Dcun1d2","ENSMUSG00000038506.13;MX:chr8:13257976-13258947:13259043-13271590:13257976-13261385:13261467-13271590:-","MX","8","qA1.1"
"4986","Cenpt","ENSMUSG00000036672.5;RI:chr8:105846165:105846221-105846316:105846391:-","RI","8","qD3"
"4987","Igsf10","ENSMUSG00000036334.12;AF:chr3:59341333-59344003:59344159:59341333-59344329:59344394:-","AF","3","qD"
"4988","Sap30bp","ENSMUSG00000020755.9;SE:chr11:115960591-115961356:115961416-115961739:+","SE","11","qE2"
"4989","Bivm","ENSMUSG00000041684.11;AL:chr1:44120274-44126266:44126329:44120274-44126343:44126407:+","AL","1","qC1.1"
"4990","Acad9","ENSMUSG00000027710.14;A5:chr3:36075343-36075976:36074456-36075976:+","A5","3","qB"
"4991","Fam110b","ENSMUSG00000049119.14;AF:chr4:5772879:5772954-5798269:5798084:5798182-5798269:+","AF","4","qA1"
"4992","Tmem214","ENSMUSG00000038828.13;A5:chr5:30871855-30872072:30871570-30872072:+","A5","5","qB1"
"4993","Sun1","ENSMUSG00000036817.14;AL:chr5:139226885-139227533:139228340:139226885-139230608:139230832:+","AL","5","qG2"
"4994","Ubap2l","ENSMUSG00000042520.16;AF:chr3:90047899-90052029:90052082:90047899-90052390:90052465:-","AF","3","qF1"
"4995","Alkbh6","ENSMUSG00000042831.13;AL:chr7:30310054-30310794:30311050:30310054-30311840:30312420:+","AL","7","qB1"
"4996","Smox","ENSMUSG00000027333.18;AL:chr2:131516443-131520095:131520243:131516443-131524743:131525172:+","AL","2","qF1"
"4997","Pear1","ENSMUSG00000028073.15;A5:chr3:87751773-87751854:87751773-87752107:-","A5","3","qF1"
"4998","Aktip","ENSMUSG00000031667.16;AL:chr8:91111784:91112630-91124823:91123499:91124678-91124823:-","AL","8","qC5"
"4999","Tsen34","ENSMUSG00000035585.16;A5:chr7:3694058-3694598:3693865-3694598:+","A5","7","qA1"
"5000","Inppl1","ENSMUSG00000032737.13;A3:chr7:101829696-101830053:101829672-101830053:-","A3","7","qE2"
"5001","Cit","ENSMUSG00000029516.19;A5:chr5:115845323-115846347:115845301-115846347:+","A5","5","qF"
"5002","Tle3","ENSMUSG00000032280.16;A5:chr9:61409416-61409936:61409407-61409936:+","A5","9","qB"
"5003","Tor1b","ENSMUSG00000026848.14;A5:chr2:30954017-30955768:30954008-30955768:+","A5","2","qB"
"5004","Syp","ENSMUSG00000031144.15;AF:chrX:7638638:7638728-7639858:7639305:7639363-7639858:+","AF","X","qA1.1"
"5005","Usp17lb","ENSMUSG00000062369.2;A3:chr7:104841690-104842477:104841687-104842477:-","A3","7","qE3"
"5006","Mina","ENSMUSG00000022724.15;A5:chr16:59472897-59475510:59472493-59475510:+","A5","16","qC1.3"
"5007","Macf1","ENSMUSG00000028649.17;AF:chr4:123554365-123664466:123664752:123554365-123683970:123684360:-","AF","4","qD2.2"
"5008","Lpin3","ENSMUSG00000027412.12;AF:chr2:160880670:160880796-160891996:160888108:160888217-160891996:+","AF","2","qH2"
"5009","Nod1","ENSMUSG00000038058.14;AF:chr6:54949753-54964393:54964688:54949753-54971569:54971661:-","AF","6","qB3"
"5010","1810032O08Rik","ENSMUSG00000020812.17;RI:chr11:116674300:116674375-116675508:116675798:+","RI","11","qE2"
"5011","Slc4a5","ENSMUSG00000068323.12;SE:chr6:83280164-83285823:83285936-83288290:+","SE","6","qC3"
"5012","Cpeb4","ENSMUSG00000020300.14;MX:chr11:31889939-31908825:31908875-31920409:31889939-31918801:31918824-31920409:+","MX","11","qA4"
"5013","Asphd2","ENSMUSG00000029348.11;AF:chr5:112386872-112389603:112389738:112386872-112391158:112392213:-","AF","5","qF"
"5014","Iqcb1","ENSMUSG00000022837.13;A3:chr16:36847659-36849627:36847659-36851185:+","A3","16","qB3"
"5015","Ercc1","ENSMUSG00000003549.9;AF:chr7:19348524:19348616-19350161:19349476:19349753-19350161:+","AF","7","qA3"
"5016","Gpr162","ENSMUSG00000038390.11;A3:chr6:124863025-124863671:124862960-124863671:-","A3","6","qF2"
"5017","BC017643","ENSMUSG00000039294.14;A5:chr11:121228470-121228767:121228470-121229059:-","A5","11","qE2"
"5018","Gsta2","ENSMUSG00000057933.10;SE:chr9:78341938-78342487:78342597-78347089:-","SE","9","qE1"
"5019","Abhd11","ENSMUSG00000040532.14;RI:chr5:135011484:135011665-135011887:135012170:+","RI","5","qG2"
"5020","Hnrnpk","ENSMUSG00000021546.17;AF:chr13:58400417-58402064:58402110:58400417-58402393:58402649:-","AF","13","qB1"
"5021","Tmem234","ENSMUSG00000028797.20;A3:chr4:129601243-129601407:129601243-129601870:+","A3","4","qD2.2"
"5022","S100a9","ENSMUSG00000056071.12;A3:chr3:90695297-90695668:90695294-90695668:-","A3","3","qF1"
"5023","Cadm2","ENSMUSG00000064115.13;SE:chr16:66664506-66731385:66731504-66747199:-","SE","16","qC1.3-qC2"
"5024","Snrpa1","ENSMUSG00000030512.13;RI:chr7:66069424:66069526-66070590:66070665:+","RI","7","qC"
"5025","Mbnl1","ENSMUSG00000027763.13;AL:chr3:60501094-60546946:60547158:60501094-60595594:60595749:+","AL","3","qD"
"5026","Fkbp5","ENSMUSG00000024222.16;AF:chr17:28441053-28441540:28441722:28441053-28485952:28486149:-","AF","17","qA3.3"
"5027","Gtpbp8","ENSMUSG00000022668.10;SE:chr16:44743868-44745283:44745493-44745999:-","SE","16","qB4"
"5028","Cpvl","ENSMUSG00000052955.5;SE:chr6:53926908-53931907:53932038-53932412:-","SE","6","qB3"
"5029","Rnf214","ENSMUSG00000042790.16;AF:chr9:45904919-45906352:45906387:45904919-45906738:45906869:-","AF","9","qA5.2"
"5030","Fam219a","ENSMUSG00000028439.14;AF:chr4:41524414-41524655:41524770:41524414-41569177:41569537:-","AF","4","qA5"
"5031","Pcdh19","ENSMUSG00000051323.16;A3:chrX:133625441-133632895:133625438-133632895:-","A3","X","qE3"
"5032","Ncf2","ENSMUSG00000026480.12;A5:chr1:152808205-152810918:152808017-152810918:+","A5","1","qG2"
"5033","Thap3","ENSMUSG00000039759.10;SE:chr4:151983352-151983635:151983736-151985669:-","SE","4","qE2"
"5034","Zfp280d","ENSMUSG00000038535.17;SE:chr9:72351570-72359522:72359580-72360286:+","SE","9","qD"
"5035","Anp32a","ENSMUSG00000032249.14;AF:chr9:62342075:62342251-62371720:62344799:62344887-62371720:+","AF","9","qB"
"5036","Slc39a13","ENSMUSG00000002105.15;AF:chr2:91068739-91068821:91068871:91068739-91070155:91070417:-","AF","2","qE1"
"5037","Mtif3","ENSMUSG00000016510.11;A5:chr5:146963380-146963712:146963380-146963723:-","A5","5","qG3"
